Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Shawn Teed,135.0,300.0,310.0,,nan,Jul 31st 2018
Juan Adams,-280.0,-300.0,-300.0,-0.018,LFA 26: Odoms vs. Hughes,
Juan Adams,-185.0,-260.0,-250.0,-0.107,UFC 247: Jones vs. Reyes,
Abner Lloveras,155.0,125.0,125.0,-0.133,UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes,
Abner Lloveras,,,,,Bellator Europe 1: Pitbull vs. Scope,
John Howard,-115.0,200.0,300.0,0.466,XMMA 4,
John Howard,300.0,300.0,300.0,,EFC 44,
John Howard,-135.0,110.0,120.0,0.19,XMMA 3,
Tyler Ray,105.0,-163.0,-140.0,,nan,Oct 23rd 2021
John Howard,-260.0,-1000.0,-549.0,-0.228,CES MMA 63,
Ozzie Alvarez,200.0,350.0,600.0,,nan,Aug 6th 2021
John Howard,-115.0,-120.0,-110.0,0.0,"PFL 2019, Playoffs 1",
David Michaud,-115.0,-120.0,-110.0,,nan,Oct 11th 2019
John Howard,450.0,450.0,525.0,0.055,"PFL 2019, Week 4",
John Howard,550.0,600.0,900.0,0.235,PFL 2019: Week 1,
John Howard,-400.0,-225.0,-205.0,0.147,PFL 10: Playoffs,
John Howard,100.0,100.0,100.0,0.0,PFL 6: Cooper vs. Kusch,
John Howard,-120.0,165.0,170.0,0.316,PFL 3: Shields vs. Cooper,
John Howard,-600.0,-900.0,-900.0,-0.05,CES MMA 46: Howard vs. Carroll,
Roger Carroll,400.0,500.0,500.0,,nan,Oct 27th 2017
John Howard,265.0,330.0,335.0,0.157,WSOF 33,
Abubakar Nurmagomedov,-385.0,-420.0,-400.0,,nan,Oct 7th 2016
John Howard,-505.0,-550.0,-525.0,-0.01,WSOF 31: Ivanov vs. Copeland,
John Howard,250.0,310.0,330.0,0.1669999999999999,UFC Fight Night 80: VanZant vs. Namajunas,
John Howard,150.0,110.0,115.0,-0.174,UFC 189: Mendes vs. McGregor,
John Howard,-125.0,155.0,167.0,0.31,UFC Fight Night 59: McGregor vs. Siver,
John Howard,-180.0,-260.0,-240.0,-0.111,UFC 178: Johnson vs. Cariaso,
John Howard,170.0,330.0,365.0,0.397,UFC Fight Night 39: Minotauro vs. Nelson,
John Howard,130.0,125.0,135.0,0.0,UFC 168: Weidman vs. Silva II,
John Howard,265.0,360.0,420.0,0.255,UFC Fight Night 26: Shogun vs. Sonnen,
John Howard,-260.0,-255.0,-255.0,0.005,UFC On Versus 4,
John Howard,235.0,270.0,270.0,0.095,UFC 124: St-Pierre vs. Koscheck II,
John Howard,125.0,181.0,181.0,0.1989999999999999,UFC On Versus 2,
John Howard,-240.0,-210.0,-210.0,0.04,UFC on Versus 1: Vera vs. Jones,
John Howard,-250.0,-250.0,-250.0,0.0,UFC: The Ultimate Fighter 10 Finale,
John Howard,180.0,160.0,160.0,-0.077,UFC 101: Declaration,
John Howard,280.0,280.0,280.0,0.0,UFC 94: St-Pierre vs Penn 2,
John Howard,-140.0,-140.0,-140.0,0.0,IFL: New Blood New Battles,
Nick Calandrino,110.0,100.0,100.0,,nan,May 16th 2008
John Howard,,,,,CFA 3,
Chris Price,-125.0,-140.0,-120.0,-0.027,Cage Warriors,
Dec Dean,-105.0,100.0,115.0,,nan,Sep 29th 2023
Chris Price,-476.0,-210.0,-188.0,0.1969999999999999,Cage Warriors 152,
Michal Folc,376.0,150.0,170.0,,nan,Apr 15th 2023
Chris Price,,,,,MFC 24: Heat XC,
Marcel Fortuna,-215.0,-255.0,-250.0,-0.05,UFC Fight Night 120: Poirier vs. Pettis,
Marcel Fortuna,185.0,220.0,230.0,0.123,UFC Fight Night 104: Bermudez vs. Korean Zombie,
Marcel Fortuna,190.0,165.0,170.0,-0.0819999999999999,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,
Marcel Fortuna,,,,,Titan FC 54: Soares vs. Franca,
Donny Walker,160.0,165.0,165.0,0.019,Bellator Fighting Championship 66,
Frank Caraballo,-210.0,-205.0,-205.0,,nan,Apr 20th 2012
Donny Walker,100.0,155.0,155.0,0.216,UFC Fight Night 25: Battle on the Bayou,
Donny Walker,-240.0,-170.0,-170.0,0.108,UFC 132: Cruz vs. Faber,
Natan Levy,205.0,360.0,380.0,0.352,UFC,
Natan Levy,-375.0,-375.0,-375.0,,UFC Fight Night: Grasso vs. Shevchenko 2,
Natan Levy,-295.0,-250.0,-250.0,0.044,UFC Fight Night: Smith vs Walker,
Pete Rodriguez,220.0,205.0,205.0,,nan,May 13th 2023
Natan Levy,-240.0,-235.0,-195.0,0.034,UFC Fight Night: Font vs. Vera,
Natan Levy,-150.0,-112.0,100.0,0.138,UFC Fight Night: Vieira vs. Tate,
Natan Levy,-130.0,-147.0,-141.0,-0.0409999999999999,Dana White's Contender Series 35,
Shaheen Santana,100.0,110.0,127.0,,nan,Nov 10th 2020
Natan Levy,-325.0,-650.0,-600.0,-0.127,LFA 88: Willis vs. De Jesus,
Ben Lugo,250.0,425.0,475.0,,nan,Aug 21st 2020
Natan Levy,,,,,LFA 84: Gonzales vs. Childers,
Natan Levy,,,,,LFA 69: Perez vs. Moreno,
Frank Meno,,,,,nan,Jun 7th 2019
Danny Mitchell,-265.0,-200.0,-190.0,0.09,UFC Fight Night 48: Bisping vs. Le,
Wang Sai,185.0,170.0,175.0,,nan,Aug 23rd 2014
Danny Mitchell,150.0,220.0,225.0,0.226,UFC Fight Night 37: Gustafsson vs. Manuwa,
Igor Araujo,-190.0,-265.0,-260.0,,nan,Mar 8th 2014
Danny Mitchell,,,,,Bellator 158: London,
C.J. Meeks,,,,,nan,Jul 16th 2016
Danny Mitchell,,,,,Superior Challenge 9,
Danny Mitchell,,,,,Superior Challenge 6: Lion's Den,
Nico Musoke,,,,,nan,Oct 29th 2010
Louis Cosce,105.0,170.0,175.0,0.246,UFC 279,
Louis Cosce,170.0,172.0,187.0,0.036,UFC Fight Night 211,
Louis Cosce,-175.0,-175.0,-175.0,,UFC Fight Night: Lemos vs. Andrade,
Louis Cosce,-365.0,-625.0,-560.0,-0.088,UFC 255: Figueiredo vs. Perez,
Louis Cosce,-175.0,135.0,155.0,0.353,Dana White's Contender Series 29,
Victor Reyna,145.0,-185.0,-160.0,,nan,Aug 18th 2020
Louis Cosce,-1300.0,-1600.0,-1300.0,-0.0069999999999999,Combate 52: Stockton,
Art Hernandez,900.0,700.0,1100.0,,nan,Dec 13th 2019
Louis Cosce,,,,,UFC Fight Night 207,
Adlan Amagov,-140.0,-210.0,-190.0,-0.143,UFC 166: Velasquez vs. Dos Santos III,
Adlan Amagov,-155.0,-195.0,-190.0,-0.084,UFC on Fuel TV 9: Mousasi vs. Latifi,
Adlan Amagov,-475.0,-450.0,-430.0,0.0139999999999999,Strikeforce: Rousey vs. Kaufman,
Adlan Amagov,155.0,110.0,110.0,-0.214,Strikeforce: Rockhold vs. Jardine,
Adlan Amagov,-350.0,-280.0,-280.0,0.053,Strikeforce Challengers 20: Britt vs. Sayers,
Adlan Amagov,-350.0,-300.0,-300.0,0.036,Strikeforce Challengers 17: Voelker vs. Bowling II,
Uros Medic,-230.0,-330.0,-270.0,-0.061,UFC,
Myktybek Orolbai,-148.0,-120.0,-110.0,,nan,Nov 18th 2023
Uros Medic,145.0,145.0,145.0,,UFC Vegas 57,
Uros Medic,130.0,100.0,125.0,-0.07,UFC Fight Night 2010,
Uros Medic,-185.0,-134.0,-110.0,0.153,UFC 266: Volkanovski vs. Ortega,
Uros Medic,105.0,-205.0,-172.0,-0.341,UFC 259: Blachowicz vs. Adesanya,
Aalon Cruz,-125.0,140.0,175.0,,nan,Mar 6th 2021
Uros Medic,-150.0,-152.0,-130.0,0.034,Dana White's Contender Series 27,
Mikey Gonzalez,120.0,110.0,120.0,,nan,Aug 4th 2020
Chase Hooper,164.0,-110.0,110.0,-0.3329999999999999,UFC,
Chase Hooper,-116.0,100.0,115.0,0.087,UFC Fight Night 226,
Nick Fiore,-104.0,-138.0,-120.0,,nan,May 20th 2023
Chase Hooper,150.0,-200.0,-170.0,-0.613,Fury Grappling 6,
Chase Hooper,-184.0,-357.0,-310.0,-0.186,UFC Fight Night 213,
Chase Hooper,-110.0,120.0,162.0,0.239,UFC Fight Night 2010,
Chase Hooper,-260.0,375.0,500.0,0.745,Fury Pro Grappling 3,
Chase Hooper,155.0,-130.0,100.0,-0.364,UFC 263: Adesanya vs. Vettori 2,
Chase Hooper,-300.0,-333.0,-305.0,-0.013,UFC 256: Figueiredo vs. Moreno,
Chase Hooper,-155.0,-165.0,-152.0,-0.005,UFC 245: Usman vs. Covington,
Daniel Teymur,125.0,125.0,145.0,,nan,Dec 14th 2019
Chase Hooper,170.0,-105.0,-105.0,-0.3829999999999999,Titan FC 55: Puerta vs. Ledesma,
Chase Hooper,-245.0,-128.0,-125.0,0.212,Dana White's Contender Series 14,
Canaan Kawaihae,175.0,105.0,108.0,,nan,Jul 24th 2018
Chase Hooper,-110.0,-222.0,-213.0,-0.309,UFC 250: Nunes vs. Spencer,
Chase Hooper,,,,,CFFC 71: Balmaceda vs. Norris,
Lashawn Alcocks,,,,,nan,Dec 14th 2018
Fredy Serrano,-170.0,100.0,105.0,0.218,UFC on FOX 22: VanZant vs. Waterson,
Fredy Serrano,-140.0,-115.0,-115.0,0.083,UFC 201: Lawler vs. Woodley,
Fredy Serrano,-270.0,-155.0,-152.0,0.1689999999999999,UFC Fight Night 79: Henderson vs. Masvidal,
Yao Zhikui,190.0,132.0,135.0,,nan,Nov 28th 2015
Fredy Serrano,130.0,-155.0,-139.0,-0.369,UFC Fight Night 62: Maia vs. LaFlare,
Bentley Syler,-170.0,119.0,135.0,,nan,Mar 21st 2015
Horacio Gutierrez,-120.0,-185.0,-185.0,-0.19,EFC 44,
Horacio Gutierrez,130.0,-105.0,110.0,-0.139,Combate 45: Guadalajara,
Horacio Gutierrez,180.0,190.0,195.0,0.044,UFC Fight Night 92: Rodriguez vs. Caceres,
Horacio Gutierrez,-165.0,-210.0,-200.0,-0.079,UFC Fight Night 78: Magny vs. Gastelum,
Horacio Gutierrez,-115.0,-185.0,-167.0,-0.1989999999999999,Combate 52: Stockton,
Marlon Gonzales,-115.0,135.0,155.0,,nan,Dec 13th 2019
Magomed Gadzhiyasulov,-455.0,-410.0,-333.0,0.042,UFC,
Brendson Ribeiro,350.0,240.0,310.0,,nan,Jun 22nd 2024
Magomed Gadzhiyasulov,-800.0,-1430.0,-1000.0,-0.038,Contender Series,
Jose Daniel Medina,450.0,620.0,700.0,,nan,Oct 4th 2023
Magomed Gadzhiyasulov,-200.0,-450.0,-450.0,-0.2269999999999999,Brave CF 65,
Mohamed Said Maalem,160.0,300.0,350.0,,nan,Oct 28th 2022
Jason Lambert,145.0,175.0,175.0,0.109,Bellator Fighting Championship 108: Rampage vs. Beltran,
Tom Deblass,-185.0,-245.0,-245.0,,nan,Nov 15th 2013
Jason Lambert,-145.0,-145.0,-145.0,,War On The Mainland,
Jason Lambert,440.0,415.0,415.0,-0.049,Call To Arms 1,
Jason Lambert,150.0,130.0,130.0,-0.087,UFC 88: Breakthrough,
Jason Lambert,-125.0,-150.0,-150.0,-0.08,UFC 85: Bedlam,
Jason Lambert,125.0,120.0,120.0,-0.023,UFC 80: Rapid Fire,
Jason Lambert,,,,,Agression MMA,
Mike Ciesnolevicz,-125.0,-135.0,-135.0,-0.034,UFC: The Ultimate Fighter 9 Finale,
Mike Ciesnolevicz,-125.0,-105.0,-105.0,0.078,UFC 95: Sanchez vs Stevenson,
Mike Ciesnolevicz,125.0,135.0,135.0,0.043,IFL: New Blood New Battles,
Mike Ciesnolevicz,,,,,Adrenaline MMA 2,
Evan Tanner,-120.0,-160.0,-160.0,-0.128,UFC: The Ultimate Fighter 7 Finale,
Evan Tanner,158.0,180.0,180.0,0.079,UFC 82: Pride Of A Champion,
Jesse Ronson,145.0,103.0,120.0,-0.15,UFC Vegas 57,
Jesse Ronson,140.0,-160.0,-124.0,-0.396,UFC Fight Night: UFC Fight Night 206,
Jesse Ronson,375.0,225.0,270.0,-0.365,UFC on ESPN 14: Whittaker vs. Till,
Jesse Ronson,275.0,300.0,325.0,0.092,"PFL 2019, Playoffs 1",
Nikolay Aleksakhin,-350.0,-425.0,-390.0,,nan,Oct 11th 2019
Jesse Ronson,275.0,275.0,450.0,0.2239999999999999,"PFL 2019, Week 5",
Jesse Ronson,-405.0,-600.0,-600.0,-0.069,ACB 72: Makovsky vs. Sherbatov,
Jeremie Capony,285.0,400.0,400.0,,nan,Oct 14th 2017
Jesse Ronson,165.0,185.0,200.0,0.096,UFC: The Ultimate Fighter 19 Finale,
Jesse Ronson,145.0,140.0,145.0,-0.008,UFC Fight Night 36: Machida vs. Mousasi,
Jesse Ronson,-140.0,-120.0,-115.0,0.072,UFC 165: Jones vs. Gustafsson,
Carlos Silva,,,,,nan,Jul 25th 2019
Jesse Ronson,,,,,Score Fighting Series 7: Mein vs. Petz,
Jeremy Horn,155.0,185.0,185.0,0.105,Bellator Fighting Championship 30,
Jeremy Horn,-285.0,-300.0,-300.0,-0.013,Arena Rumble MMA,
Jeremy Horn,300.0,375.0,375.0,0.158,UFC 93: Franklin vs Henderson,
Jeremy Horn,-155.0,110.0,110.0,0.217,UFC: The Ultimate Fighter 7 Finale,
Dean Lister,125.0,-130.0,-130.0,,nan,Jun 21st 2008
Jeremy Horn,210.0,255.0,255.0,0.127,UFC 81: Breaking Point,
Jeremy Horn,-275.0,-240.0,-240.0,0.037,Art Of War 3: USA vs Brazil,
Jeremy Horn,,,,,Superior Challenge 7: Rise of Champions,
Jeremy Horn,,,,,Adrenaline MMA 3: Bragging Rights,
Esteban Ribovics,130.0,175.0,205.0,0.215,UFC 306,
Esteban Ribovics,-198.0,-170.0,-145.0,0.083,UFC,
Esteban Ribovics,-200.0,-180.0,-150.0,0.0579999999999999,UFC 290,
Esteban Ribovics,-195.0,-195.0,-195.0,,UFC 285,
Esteban Ribovics,-250.0,-300.0,-250.0,-0.023,DWCS Week 4,
Thomas Paull,210.0,200.0,240.0,,nan,Aug 16th 2022
Terry Etim,-400.0,-440.0,-420.0,-0.0139999999999999,Bellator Fighting Championship 109: Shlemenko vs. Marshall,
Patrick Cenoble,280.0,340.0,375.0,,nan,Nov 22nd 2013
Terry Etim,-350.0,-360.0,-355.0,-0.005,UFC on Fuel TV 7: Barao vs. McDonald,
Renee Forte,250.0,300.0,320.0,,nan,Feb 16th 2013
Terry Etim,210.0,275.0,275.0,0.173,UFC 142: Aldo vs. Mendes,
Terry Etim,-610.0,-660.0,-660.0,-0.011,UFC 138: Leben vs. Munoz,
Edward Faaloloto,425.0,540.0,540.0,,nan,Nov 5th 2011
Terry Etim,-185.0,-135.0,-135.0,0.115,UFC 112: Invincible,
Terry Etim,-370.0,-370.0,-370.0,,UFC 105: Couture vs Vera,
Terry Etim,-270.0,-320.0,-320.0,-0.044,UFC 99: The Comeback,
Terry Etim,-250.0,-255.0,-255.0,-0.006,UFC 95: Sanchez vs Stevenson,
Terry Etim,260.0,225.0,225.0,-0.108,UFC 89: Bisping vs Leben,
Terry Etim,180.0,195.0,195.0,0.051,UFC 84: Ill Will,
Terry Etim,155.0,145.0,145.0,-0.0409999999999999,UFC 75: Champion vs Champion,
Yuri Villefort,245.0,220.0,240.0,-0.045,PFL 6: Cooper vs. Kusch,
Yuri Villefort,250.0,425.0,450.0,0.349,PFL 3: Shields vs. Cooper,
Yuri Villefort,700.0,550.0,700.0,-0.103,Titan FC 59: Graves vs. Magomedov,
Yuri Villefort,-125.0,-220.0,-220.0,-0.237,UFC Fight Night 28: Teixeira vs. Bader,
Yuri Villefort,-105.0,-155.0,-140.0,-0.165,UFC 157: Rousey vs. Carmouche,
Yuri Villefort,,,,,Victory FC 59: Stots vs. Berdon,
Yuri Villefort,,,,,Victory FC 56: Emerson vs. Stots,
Yuri Villefort,,,,,Victory FC 50: Wagner vs. Gallemore,
Cody Carrillo,,,,,nan,May 21st 2016
Yuri Villefort,,,,,Victory FC 47: Smith vs. Neer 2,
Kenneth Glenn,,,,,nan,Jan 29th 2016
Yuri Villefort,,,,,Legacy FC vs. RFA,
Yuri Villefort,,,,,Strikeforce: Barnett vs. Cormier,
Quinn Mulhern,,,,,nan,May 19th 2012
Anistavio Medeiros,120.0,177.0,185.0,0.217,UFC 147: Silva vs. Franklin II,
C.J. Keith,275.0,380.0,390.0,0.2269999999999999,UFC on FX 7: Belfort vs. Bisping,
Francisco Drinaldo,-365.0,-455.0,-440.0,,nan,Jan 19th 2013
C.J. Keith,160.0,140.0,140.0,-0.083,UFC on FX 4: Guida vs. Maynard,
C.J. Keith,,,,,Bellator 156: Galvao vs. Dantas 2,
Carrington Banks,,,,,nan,Jun 17th 2016
Demetrious Johnson,-156.0,-250.0,-180.0,-0.123,One,
Adriano Moraes,122.0,140.0,175.0,,nan,May 5th 2023
Demetrious Johnson,-150.0,100.0,125.0,0.218,ONE Championship,
Demetrious Johnson,-705.0,-2000.0,-2000.0,-0.087,ONE Championship 100: Century â€“ Part 1,
Danny Kingad,435.0,1000.0,1000.0,,nan,Oct 12th 2019
Demetrious Johnson,-1500.0,-3050.0,-1400.0,-0.021,ONE Championship 99: Dawn of Heroes,
Tatsumitsu Wada,700.0,850.0,1400.0,,nan,Aug 2nd 2019
Demetrious Johnson,-1200.0,-3000.0,-2100.0,-0.042,ONE Championship 92: A New Era,
Yuya Wakamatsu,600.0,1140.0,1700.0,,nan,Mar 31st 2019
Demetrious Johnson,-475.0,-500.0,-470.0,-0.004,UFC 227: Dillashaw vs. Garbrandt 2,
Demetrious Johnson,-1350.0,-1000.0,-1000.0,0.024,UFC 216: Ferguson vs. Lee,
Demetrious Johnson,-900.0,-950.0,-900.0,-0.003,UFC: The Ultimate Fighter 24 Finale,
Demetrious Johnson,-405.0,-350.0,-340.0,0.033,UFC 197: Jones vs. Saint Preux,
Demetrious Johnson,-400.0,-560.0,-560.0,-0.061,UFC 191: Johnson vs. Dodson II,
Demetrious Johnson,-505.0,-980.0,-800.0,-0.077,UFC 186: Johnson vs. Horiguchi,
Demetrious Johnson,-1425.0,-1600.0,-1450.0,-0.004,UFC 178: Johnson vs. Cariaso,
Demetrious Johnson,-425.0,-690.0,-610.0,-0.071,UFC 174: Johnson vs. Bagautinov,
Demetrious Johnson,-400.0,-800.0,-610.0,-0.1009999999999999,ONE on TNT I: Moraes vs. Johnson,
Demetrious Johnson,-1050.0,-1100.0,-850.0,0.0069999999999999,UFC on FOX 24: Johnson vs. Reis,
Demetrious Johnson,-140.0,-145.0,-135.0,0.0,UFC on FOX 9: Johnson vs. Benavidez,
Demetrious Johnson,-380.0,-450.0,-420.0,-0.027,UFC on FOX 8: Johnson vs. Moraga,
Demetrious Johnson,-230.0,-245.0,-240.0,-0.016,UFC on FOX 6: Johnson vs. Dodson,
Demetrious Johnson,200.0,220.0,225.0,0.071,UFC 152: Jones vs. Belfort,
Demetrious Johnson,-210.0,-120.0,-110.0,0.21,UFC on FX 3: Johnson vs. McCall,
Demetrious Johnson,-400.0,-325.0,-325.0,0.044,UFC on FX 2: Alves vs. Kampmann,
Demetrious Johnson,320.0,425.0,425.0,0.2,UFC On Versus 6: Cruz vs. Johnson,
Demetrious Johnson,145.0,110.0,110.0,-0.1669999999999999,UFC 130: Rampage vs. Hamill,
Demetrious Johnson,145.0,-105.0,-105.0,-0.255,UFC 126: Silva vs. Belfort,
Demetrious Johnson,285.0,195.0,195.0,-0.305,WEC 52: Faber vs. Mizugaki,
Demetrious Johnson,-110.0,-110.0,-110.0,0.0,WEC 51: Aldo vs. Gamburyan,
Demetrious Johnson,115.0,-150.0,-150.0,-0.29,WEC 48: Aldo vs. Faber,
Chidi Njokuani,-205.0,-1000.0,-125.0,-0.073,UFC,
Chidi Njokuani,100.0,-110.0,115.0,0.02,UFC on ESPN: Holloway vs. The Korean Zombie,
Chidi Njokuani,145.0,-185.0,-140.0,-0.515,UFC Fight Night 222,
Chidi Njokuani,-145.0,-139.0,-124.0,0.042,UFC Fight Night 211,
Chidi Njokuani,-125.0,-315.0,-250.0,-0.347,UFC Fight Night 2010,
Chidi Njokuani,120.0,-115.0,102.0,-0.147,UFC Fight Night 202,
Chidi Njokuani,145.0,-122.0,110.0,-0.249,DWCS Week 2,
Mario Sousa,-165.0,-141.0,102.0,,nan,Sep 7th 2021
Chidi Njokuani,-175.0,-300.0,-265.0,-0.161,LFA 91: Njokuani vs. Torres,
Cristian Torres,145.0,205.0,240.0,,nan,Sep 11th 2020
Chidi Njokuani,130.0,100.0,110.0,-0.127,Bellator 224: Budd vs. Rubin,
Chidi Njokuani,-135.0,200.0,210.0,0.429,Bellator 210: Njokuani vs. Salter,
Chidi Njokuani,-190.0,-200.0,-190.0,-0.009,Bellator 189: Budd vs. Blencowe,
Hisaki Kato,150.0,165.0,170.0,,nan,Dec 1st 2017
Chidi Njokuani,205.0,245.0,255.0,0.129,Bellator 182: Koreshkov vs. Njokuani,
Chidi Njokuani,-230.0,-465.0,-450.0,-0.178,Bellator 171: Guillard vs. Njokuani,
Chidi Njokuani,-175.0,-110.0,-105.0,0.184,Bellator 167: Taimanglo vs. Caldwell 2,
Chidi Njokuani,-385.0,-310.0,-305.0,0.049,Bellator 156: Galvao vs. Dantas 2,
Thiago Goncalves,265.0,255.0,255.0,,nan,Jun 17th 2016
Chidi Njokuani,-245.0,-360.0,-350.0,-0.099,Bellator 146: Kato vs. Manhoef,
Chidi Njokuani,150.0,130.0,130.0,-0.087,RFA 22: Njokuani vs. Smith,
Chidi Njokuani,-305.0,-280.0,-280.0,0.022,RFA 18: Manzanares vs. Pantoja,
Steve Hanna,225.0,200.0,200.0,,nan,Sep 12th 2014
Chidi Njokuani,-210.0,-170.0,-170.0,0.071,RFA 13: Cochrane vs. Escudero,
Chris Heatherly,160.0,130.0,130.0,,nan,Mar 7th 2014
Chidi Njokuani,-190.0,-260.0,-260.0,-0.102,RFA 7: Thatch vs. Rhodes,
Chidi Njokuani,-180.0,-215.0,-215.0,-0.062,Resurrection Fighting Alliance 4,
Phil Dace,140.0,170.0,170.0,,nan,Nov 2nd 2012
Chidi Njokuani,-215.0,-155.0,-155.0,0.109,Legacy Fighting Championship 10,
Jonathon Harris,165.0,115.0,115.0,,nan,Feb 24th 2012
Chidi Njokuani,,,,,Tachi Palace Fights 9,
Alex Schoenauer,-650.0,-650.0,-650.0,,IFL: New Blood New Battles,
Brendan Barrett,440.0,440.0,440.0,,nan,Apr 4th 2008
Alex Schoenauer,335.0,345.0,345.0,0.022,IFL: Grand Prix Semifinals,
Alex Schoenauer,,,,,Bitetti Combat 4,
Paulo Filho,,,,,nan,Sep 12th 2009
Frank Mir,165.0,700.0,1000.0,0.706,Triller Triad Combat,
Kubrat Pulev,-205.0,-2000.0,-1400.0,,nan,Nov 27th 2021
Frank Mir,110.0,165.0,183.0,0.231,Bellator 231: Mir vs. Nelson 2,
Frank Mir,-160.0,100.0,110.0,0.2,Bellator and USO Present: Salute the Troops,
Javy Ayala,120.0,-139.0,-120.0,,nan,Dec 14th 2018
Frank Mir,-180.0,-145.0,-144.0,0.079,Bellator 198: Fedor vs. Mir,
Frank Mir,125.0,115.0,130.0,-0.009,UFC Fight Night 85: Hunt vs. Mir,
Frank Mir,140.0,135.0,135.0,-0.021,UFC 191: Johnson vs. Dodson II,
Frank Mir,135.0,155.0,165.0,0.096,UFC Fight Night 71: Mir vs. Duffee,
Frank Mir,145.0,145.0,145.0,0.0,UFC Fight Night 61: Bigfoot vs. Mir,
Frank Mir,205.0,330.0,375.0,0.327,UFC 169: Barao vs. Faber,
Frank Mir,170.0,155.0,167.0,-0.034,UFC 164: Henderson vs. Pettis II,
Frank Mir,250.0,315.0,335.0,0.176,UFC on FOX 7: Henderson vs. Melendez,
Frank Mir,380.0,380.0,420.0,0.04,UFC 146: Dos Santos vs. Mir,
Frank Mir,-270.0,-210.0,-210.0,0.072,UFC 140: Jones vs. Machida,
Frank Mir,-115.0,-120.0,-120.0,-0.02,UFC 130: Rampage vs. Hamill,
Frank Mir,-280.0,-210.0,-210.0,0.081,UFC 119: Mir vs. Cro Cop,
Frank Mir,-185.0,-150.0,-150.0,0.076,UFC 111: St-Pierre vs. Hardy,
Frank Mir,-155.0,-160.0,-160.0,-0.012,UFC 107: Penn vs Sanchez,
Frank Mir,155.0,205.0,205.0,0.1639999999999999,UFC 100,
Frank Mir,260.0,325.0,325.0,0.153,UFC 92: The Ultimate 2008,
Frank Mir,135.0,155.0,155.0,0.078,UFC 81: Breaking Point,
Frank Mir,-120.0,-165.0,-165.0,-0.142,UFC 74: Respect,
Francisco Prado,164.0,220.0,275.0,0.233,UFC,
Francisco Prado,-150.0,-120.0,-110.0,0.105,UFC Fight Night 225,
Francisco Prado,210.0,210.0,250.0,0.055,UFC 284: Makhachev vs. Volkanovski,
Eric Schafer,-165.0,-145.0,-145.0,0.049,UFC on FX 1: Guillard vs. Miller,
Eric Schafer,265.0,355.0,355.0,0.198,UFC 136: Edgar vs. Maynard 3,
Eric Schafer,135.0,140.0,140.0,0.021,UFC on Versus 1: Vera vs. Jones,
Eric Schafer,280.0,340.0,340.0,0.136,UFC 104: Machida vs Rua,
Eric Schafer,-125.0,-140.0,-140.0,-0.05,UFC 93: Franklin vs Henderson,
Antonio Mendes,-105.0,120.0,120.0,,nan,Jan 17th 2009
Eric Schafer,200.0,200.0,200.0,0.0,UFC Fight Night 15: Diaz vs Neer,
Eric Schafer,300.0,310.0,310.0,0.024,UFC 77: Hostile Territory,
Marcos Rogerio de Lima,-170.0,-235.0,-140.0,-0.086,UFC 298,
Marcos Rogerio de Lima,-110.0,-111.0,-105.0,0.009,UFC on ESPN+ 3: Blachowicz vs. Santos,
Marcos Rogerio de Lima,190.0,140.0,140.0,-0.208,UFC Fight Night 108: Swanson vs. Lobov,
Marcos Rogerio de Lima,-170.0,-145.0,-130.0,0.079,UFC on FOX 23: Shevchenko vs. Pena,
Marcos Rogerio de Lima,-140.0,-170.0,-165.0,-0.075,UFC Fight Night 100: Bader vs. Nogueira,
Marcos Rogerio de Lima,-140.0,-120.0,-113.0,0.076,UFC 197: Jones vs. Saint Preux,
Marcos Rogerio de Lima,-150.0,-150.0,-150.0,0.0,UFC Fight Night 74: Holloway vs. Oliveira,
Marcos Rogerio de Lima,-270.0,-450.0,-415.0,-0.113,UFC Fight Night 58: Machida vs. Dollaway,
Marcos Rogerio de Lima,-180.0,-160.0,-150.0,0.054,UFC: The Ultimate Fighter Brazil 3 Finale,
Richardson Moreira,140.0,140.0,140.0,,nan,May 31st 2014
Marcos Rogerio de Lima,-180.0,-200.0,-174.0,-0.008,UFC on ESPN 24: Rodriguez vs. Waterson,
Marcos Rogerio de Lima,-150.0,-172.0,-150.0,-0.021,UFC on ESPN+ 26: Felder vs. Hooker,
Ben Sosoli,120.0,132.0,140.0,,nan,Feb 22nd 2020
Marcos Rogerio de Lima,105.0,-115.0,-115.0,-0.0969999999999999,Strikeforce Grand Prix: Barnett vs. Kharitonov,
Jhonata Diniz,-175.0,-175.0,-175.0,,UFC Fight Night,
Jhonata Diniz,200.0,124.0,163.0,-0.22,UFC,
Karl Williams,-245.0,-205.0,-160.0,,nan,Aug 10th 2024
Jhonata Diniz,-125.0,-159.0,-115.0,-0.05,Contender Series,
Eduardo Neves,100.0,-105.0,120.0,,nan,Sep 13th 2023
Richie Vaculik,110.0,-140.0,-135.0,-0.218,UFC 193: Rousey vs. Holm,
Richie Vaculik,235.0,305.0,310.0,0.179,UFC Fight Night 55: Rockhold vs. Bisping,
Richie Vaculik,-150.0,-140.0,-125.0,0.049,UFC Fight Night 43: Te Huna vs. Marquardt,
Roldan Sangcha-An,110.0,115.0,120.0,,nan,Jun 28th 2014
